DATA_INICIO;DATA_FIM;CATEGORIA;LOCAL_INICIO;LOCAL_FIM;DISTANCIA;PROPOSITO
08-01-2016 16:29;08-01-2016 16:59;Negocio;Cary;Morrisville;91;
08-01-2016 17:23;08-01-2016 17:55;Negocio;Morrisville;Cary;81;
08-02-2016 08:11;08-02-2016 08:32;Negocio;Cary;Morrisville;84;Reunião
08-02-2016 11:51;08-02-2016 12:15;Negocio;Arlington;Washington;49;
08-02-2016 19:15;08-02-2016 19:23;Negocio;Kalorama Triangle;K Street;1;
08-02-2016 21:23;08-02-2016 21:29;Negocio;K Street;Kalorama Triangle;1;
08-03-2016 12:46;08-03-2016 13:00;Negocio;West End;Northwest Rectangle;2;
08-03-2016 14:59;08-03-2016 15:03;Negocio;K Street;Kalorama Triangle;11;
08-03-2016 16:00;08-03-2016 16:04;Negocio;Kalorama Triangle;Downtown;15;
08-05-2016 17:23;08-05-2016 17:30;Negocio;Connecticut Avenue;Kalorama Triangle;13;
08-05-2016 18:17;08-05-2016 18:21;Negocio;Kalorama Triangle;Columbia Heights;18;
08-05-2016 19:17;08-05-2016 19:27;Negocio;Columbia Heights;Kalorama Triangle;15;
08-06-2016 06:40;08-06-2016 06:58;Negocio;Washington;Arlington;66;
08-06-2016 09:31;08-06-2016 09:53;Negocio;Morrisville;Cary;8;
08-07-2016 17:14;08-07-2016 17:23;Negocio;Whitebridge;Edgehill Farms;27;
08-07-2016 17:28;08-07-2016 17:43;Negocio;Edgehill Farms;Whitebridge;27;Visita ao cliente
08-07-2016 18:17;08-07-2016 18:23;Negocio;Cary;Morrisville;25;
08-07-2016 20:15;08-07-2016 20:23;Negocio;Morrisville;Cary;25;Alimentação
08-08-2016 16:17;08-08-2016 16:31;Negocio;Whitebridge;Farmington Woods;52;
08-08-2016 16:37;08-08-2016 16:50;Negocio;Farmington Woods;Edgehill Farms;4;
08-08-2016 17:02;08-08-2016 17:13;Negocio;Edgehill Farms;Whitebridge;27;Visita ao cliente
08-08-2016 21:50;08-08-2016 22:15;Negocio;Cary;Morrisville;48;
08-08-2016 23:28;08-08-2016 23:37;Negocio;Morrisville;Cary;32;Visita ao cliente
08-09-2016 14:20;08-09-2016 14:38;Negocio;Whitebridge;Waverly Place;69;
08-09-2016 15:15;08-09-2016 15:36;Negocio;Cary;Raleigh;149;
08-09-2016 16:04;08-09-2016 16:37;Negocio;Raleigh;Cary;174;
08-10-2016 16:56;08-10-2016 17:24;Negocio;Cary;Durham;129;
08-10-2016 17:53;08-10-2016 18:28;Negocio;Durham;Apex;153;
08-10-2016 18:49;08-10-2016 18:50;Negocio;Apex;Apex;1;
08-10-2016 19:47;08-10-2016 20:02;Negocio;Apex;Cary;6;
08-11-2016 12:53;08-11-2016 13:00;Negocio;Whitebridge;Heritage Pines;22;
08-11-2016 13:14;08-11-2016 13:28;Negocio;Heritage Pines;Edgehill Farms;44;
08-11-2016 13:32;08-11-2016 13:42;Negocio;Edgehill Farms;Whitebridge;28;
08-11-2016 18:37;08-11-2016 19:29;Negocio;Cary;Wake Forest;317;
08-11-2016 20:59;08-11-2016 21:44;Negocio;Wake Forest;Cary;319;
08-12-2016 18:49;08-12-2016 18:52;Negocio;Whitebridge;Westpark Place;19;
08-12-2016 18:56;08-12-2016 19:05;Negocio;Westpark Place;Whitebridge;18;
08-13-2016 15:35;08-13-2016 15:58;Negocio;Cary;Morrisville;84;Reunião
08-15-2016 9:05;08-15-2016 9:52;Negocio;R?walpindi;Unknown Location;156;
08-15-2016 15:20;08-15-2016 15:47;Negocio;Unknown Location;Unknown Location;141;
08-15-2016 16:52;08-15-2016 17:30;Negocio;Unknown Location;Unknown Location;157;
08-15-2016 19:08;08-15-2016 20:30;Negocio;Unknown Location;Unknown Location;259;Parada temporária
08-16-2016 7:58;08-16-2016 8:11;Negocio;Unknown Location;Unknown Location;79;
08-16-2016 8:16;08-16-2016 8:23;Negocio;Unknown Location;Unknown Location;27;
08-16-2016 8:46;08-16-2016 8:53;Negocio;Unknown Location;Unknown Location;55;
08-16-2016 10:06;08-16-2016 10:27;Negocio;Unknown Location;Islamabad;57;
08-16-2016 10:31;08-16-2016 10:38;Negocio;Islamabad;Islamabad;12;
08-16-2016 11:47;08-16-2016 12:03;Negocio;Islamabad;Unknown Location;57;Parada temporária
08-16-2016 15:13;08-16-2016 15:36;Negocio;Unknown Location;Unknown Location;162;
08-17-2016 10:17;08-17-2016 10:41;Negocio;Unknown Location;Unknown Location;26;
08-17-2016 10:57;08-17-2016 11:20;Negocio;Unknown Location;Unknown Location;121;
08-17-2016 14:45;08-17-2016 14:50;Negocio;Unknown Location;R?walpindi;14;
08-17-2016 15:32;08-17-2016 15:47;Negocio;R?walpindi;Islamabad;64;
08-17-2016 16:29;08-17-2016 16:50;Negocio;Islamabad;Unknown Location;73;
08-17-2016 16:54;08-17-2016 17:00;Negocio;Unknown Location;Unknown Location;53;
08-17-2016 17:05;08-17-2016 17:34;Negocio;Unknown Location;Unknown Location;55;
08-17-2016 18:38;08-17-2016 18:57;Negocio;Unknown Location;Unknown Location;77;Parada temporária
08-18-2016 18:40;08-18-2016 19:07;Negocio;Unknown Location;Unknown Location;76;Parada temporária
08-19-2016 8:24;08-19-2016 8:45;Negocio;Unknown Location;Noorpur Shahan;76;
08-19-2016 8:54;08-19-2016 9:07;Negocio;Noorpur Shahan;Islamabad;33;
08-19-2016 9:27;08-19-2016 9:47;Negocio;Islamabad;R?walpindi;65;
08-19-2016 10:57;08-19-2016 11:06;Negocio;R?walpindi;Unknown Location;2;
08-19-2016 12:07;08-19-2016 12:24;Negocio;Unknown Location;Islamabad;57;
08-19-2016 15:51;08-19-2016 16:06;Negocio;Islamabad;Islamabad;32;
08-19-2016 17:12;08-19-2016 17:52;Negocio;Islamabad;Unknown Location;125;
08-21-2016 10:00;08-21-2016 10:29;Negocio;Unknown Location;Unknown Location;76;Aeroporto/Viagem
08-21-2016 14:05;08-21-2016 14:34;Negocio;Unknown Location;Unknown Location;77;
08-21-2016 16:30;08-21-2016 17:02;Negocio;Unknown Location;Islamabad;122;
08-21-2016 18:10;08-21-2016 18:17;Negocio;Islamabad;Islamabad;14;
08-21-2016 18:48;08-21-2016 19:24;Negocio;Islamabad;Unknown Location;202;
08-22-2016 10:00;08-22-2016 10:44;Negocio;Unknown Location;Islamabad;98;
08-22-2016 11:07;08-22-2016 11:23;Negocio;Islamabad;Unknown Location;63;
08-22-2016 12:36;08-22-2016 12:49;Negocio;Unknown Location;Islamabad;49;
08-22-2016 13:02;08-22-2016 13:11;Negocio;Islamabad;Islamabad;15;
08-22-2016 14:07;08-22-2016 14:31;Negocio;Islamabad;Unknown Location;109;
08-22-2016 15:14;08-22-2016 15:49;Negocio;Unknown Location;Unknown Location;19;
08-22-2016 15:59;08-22-2016 17:16;Negocio;Unknown Location;Unknown Location;19;
08-22-2016 19:58;08-22-2016 20:50;Negocio;Unknown Location;R?walpindi;79;
08-22-2016 20:53;08-22-2016 21:31;Negocio;R?walpindi;R?walpindi;41;
08-22-2016 22:31;08-22-2016 23:00;Negocio;R?walpindi;Unknown Location;187;
08-23-2016 8:10;08-23-2016 8:25;Negocio;Unknown Location;Noorpur Shahan;87;
08-23-2016 9:35;08-23-2016 10:09;Negocio;Noorpur Shahan;Unknown Location;75;
08-23-2016 12:59;08-23-2016 13:15;Negocio;Unknown Location;Noorpur Shahan;77;
08-23-2016 13:19;08-23-2016 13:30;Negocio;Noorpur Shahan;Islamabad;44;
08-23-2016 13:49;08-23-2016 14:04;Negocio;Islamabad;Unknown Location;5;
08-23-2016 15:07;08-23-2016 15:12;Negocio;Unknown Location;Unknown Location;19;
08-23-2016 15:15;08-23-2016 17:16;Negocio;Unknown Location;Unknown Location;79;
08-23-2016 17:42;08-23-2016 18:31;Negocio;Unknown Location;Unknown Location;177;
08-24-2016 12:05;08-24-2016 12:56;Negocio;Unknown Location;Unknown Location;252;
08-24-2016 13:01;08-24-2016 15:25;Negocio;Unknown Location;Unknown Location;962;
08-25-2016 15:17;08-25-2016 16:22;Negocio;Unknown Location;Unknown Location;35;
08-25-2016 16:36;08-25-2016 16:56;Negocio;Unknown Location;Unknown Location;55;
08-25-2016 17:19;08-25-2016 19:20;Negocio;Unknown Location;Unknown Location;504;
08-25-2016 19:25;08-25-2016 19:57;Negocio;Unknown Location;Lahore;92;
08-25-2016 22:58;08-25-2016 23:16;Negocio;Lahore;Unknown Location;73;
08-26-2016 9:06;08-26-2016 9:20;Negocio;Unknown Location;Unknown Location;5;
08-26-2016 11:14;08-26-2016 11:26;Negocio;Unknown Location;Unknown Location;38;
08-26-2016 12:10;08-26-2016 12:20;Negocio;Unknown Location;Lahore;39;
08-26-2016 14:10;08-26-2016 14:33;Negocio;Lahore;Lahore;74;
08-26-2016 15:23;08-26-2016 15:35;Negocio;Lahore;Lahore;15;
08-26-2016 15:59;08-26-2016 16:24;Negocio;Lahore;Unknown Location;79;
08-26-2016 16:55;08-26-2016 17:12;Negocio;Unknown Location;Lahore;29;
08-26-2016 18:42;08-26-2016 18:56;Negocio;Lahore;Lahore;34;
08-26-2016 19:31;08-26-2016 19:54;Negocio;Lahore;Lahore;38;
08-26-2016 20:06;08-26-2016 20:16;Negocio;Lahore;Unknown Location;59;
08-27-2016 9:34;08-27-2016 10:11;Negocio;Unknown Location;Lahore;96;
08-27-2016 11:47;08-27-2016 12:06;Negocio;Lahore;Lahore;7;
08-27-2016 12:12;08-27-2016 12:17;Negocio;Lahore;Lahore;9;
08-27-2016 14:01;08-27-2016 15:44;Negocio;Lahore;Unknown Location;866;
08-27-2016 16:15;08-27-2016 19:13;Negocio;Unknown Location;Unknown Location;1569;
08-28-2016 9:57;08-28-2016 10:18;Negocio;Unknown Location;Noorpur Shahan;101;
08-28-2016 16:39;08-28-2016 16:55;Negocio;Noorpur Shahan;Islamabad;62;
08-28-2016 17:37;08-28-2016 17:55;Negocio;Islamabad;Islamabad;53;
08-28-2016 21:15;08-28-2016 21:59;Negocio;Islamabad;Unknown Location;121;
08-29-2016 12:02;08-29-2016 12:31;Negocio;Unknown Location;Islamabad;108;
08-29-2016 13:38;08-29-2016 13:48;Negocio;Islamabad;Islamabad;43;
08-29-2016 14:31;08-29-2016 14:41;Negocio;Islamabad;Islamabad;25;
08-29-2016 14:49;08-29-2016 15:04;Negocio;Islamabad;Unknown Location;57;Parada temporária
08-29-2016 15:49;08-29-2016 15:59;Negocio;Unknown Location;Islamabad;28;
08-29-2016 16:06;08-29-2016 16:21;Negocio;Islamabad;Unknown Location;4;
08-29-2016 17:24;08-29-2016 17:41;Negocio;Unknown Location;Islamabad;55;
08-29-2016 18:27;08-29-2016 18:36;Negocio;Islamabad;Islamabad;26;
08-30-2016 11:53;08-30-2016 12:05;Negocio;Unknown Location;Unknown Location;21;
08-30-2016 12:46;08-30-2016 13:09;Negocio;Unknown Location;Islamabad;88;
08-30-2016 13:25;08-30-2016 13:46;Negocio;Islamabad;Islamabad;44;
08-30-2016 14:00;08-30-2016 14:20;Negocio;Islamabad;Unknown Location;53;
08-30-2016 17:27;08-30-2016 18:09;Negocio;Unknown Location;Unknown Location;13;
09-01-2016 11:51;09-01-2016 12:24;Negocio;Unknown Location;Islamabad;13;
09-01-2016 17:21;09-01-2016 17:36;Negocio;Islamabad;Unknown Location;106;
09-01-2016 18:49;09-01-2016 19:08;Negocio;Unknown Location;Unknown Location;22;
09-02-2016 11:37;09-02-2016 12:24;Negocio;Unknown Location;Islamabad;92;
09-02-2016 18:56;09-02-2016 19:37;Negocio;Unknown Location;Unknown Location;129;
09-05-2016 10:25;09-05-2016 10:44;Negocio;Unknown Location;R?walpindi;172;
09-06-2016 17:49;09-06-2016 17:49;Negocio;Unknown Location;Unknown Location;691;
09-10-2016 10:28;09-10-2016 10:45;Negocio;Unknown Location;Unknown Location;28;
09-11-2016 09:51;09-11-2016 09:55;Negocio;Unknown Location;Unknown Location;86;
09-11-2016 21:40;09-11-2016 21:42;Negocio;Unknown Location;Unknown Location;98;
09-12-2016 08:07;09-12-2016 08:12;Negocio;Unknown Location;Unknown Location;36;
09-12-2016 11:15;09-12-2016 11:24;Negocio;Unknown Location;Unknown Location;17;
09-12-2016 13:04;09-12-2016 13:44;Negocio;Unknown Location;Unknown Location;115;
09-13-2016 16:56;09-13-2016 17:02;Negocio;Unknown Location;Unknown Location;7;
09-14-2016 11:55;09-14-2016 11:59;Negocio;Unknown Location;Unknown Location;7;
09-15-2016 20:33;09-15-2016 20:38;Negocio;Unknown Location;Unknown Location;9;
09-16-2016 7:08;09-16-2016 7:08;Negocio;Unknown Location;Unknown Location;16;
09-18-2016 18:07;09-18-2016 18:11;Negocio;Unknown Location;Unknown Location;94;
09-19-2016 6:18;09-19-2016 6:49;Negocio;R?walpindi;Unknown Location;182;
09-19-2016 14:40;09-19-2016 14:56;Negocio;Unknown Location;Islamabad;105;
09-19-2016 16:23;09-19-2016 16:31;Negocio;Islamabad;Unknown Location;57;
09-19-2016 17:36;09-19-2016 18:20;Negocio;Unknown Location;Unknown Location;18;
09-19-2016 19:10;09-19-2016 19:49;Negocio;Unknown Location;Islamabad;183;
09-20-2016 11:29;09-20-2016 11:48;Negocio;Islamabad;Unknown Location;165;
09-20-2016 20:47;09-20-2016 22:47;Negocio;Unknown Location;R?walpindi;96;
09-23-2016 13:15;09-23-2016 13:40;Negocio;Karchi;Karchi;29;
09-24-2016 14:34;09-24-2016 15:15;Negocio;Karchi;Unknown Location;82;
09-24-2016 20:29;09-24-2016 20:33;Negocio;Unknown Location;Unknown Location;24;
09-27-2016 8:33;09-27-2016 8:35;Negocio;Unknown Location;Unknown Location;58;
09-27-2016 13:21;09-27-2016 14:43;Negocio;Lahore;Lahore;98;
09-27-2016 19:14;09-27-2016 20:34;Negocio;Lahore;Unknown Location;73;
09-27-2016 21:01;09-28-2016 2:37;Negocio;Unknown Location;Unknown Location;1956;
09-28-2016 17:21;09-28-2016 19:36;Negocio;Islamabad;Unknown Location;205;
09-29-2016 16:13;09-29-2016 18:47;Negocio;Unknown Location;Islamabad;126;
09-30-2016 17:39;09-30-2016 20:20;Negocio;Islamabad;Islamabad;377;
09-30-2016 20:59;09-30-2016 22:34;Negocio;Islamabad;Unknown Location;167;
10-03-2016 17:09;10-03-2016 17:12;Negocio;Unknown Location;Islamabad;105;
10-03-2016 18:17;10-03-2016 18:34;Negocio;Islamabad;Islamabad;28;
10-03-2016 18:51;10-03-2016 19:01;Negocio;Islamabad;Islamabad;16;
10-03-2016 22:04;10-03-2016 22:33;Negocio;Islamabad;Unknown Location;127;
10-04-2016 09:50;10-04-2016 10:52;Negocio;Unknown Location;Unknown Location;286;
10-04-2016 12:17;10-04-2016 12:18;Negocio;Unknown Location;Unknown Location;151;
10-06-2016 08:49;10-06-2016 11:36;Negocio;Unknown Location;R?walpindi;179;
10-06-2016 17:23;10-06-2016 17:40;Negocio;R?walpindi;Unknown Location;1126;
10-06-2016 18:37;10-06-2016 18:39;Negocio;Unknown Location;Unknown Location;184;
10-06-2016 19:46;10-06-2016 20:26;Negocio;Unknown Location;Unknown Location;138;
10-07-2016 10:56;10-07-2016 10:59;Negocio;Unknown Location;Lahore;332;
10-07-2016 11:27;10-07-2016 11:50;Negocio;Lahore;Lahore;26;
10-07-2016 13:52;10-07-2016 14:08;Negocio;Lahore;Unknown Location;58;
10-07-2016 14:29;10-07-2016 15:11;Negocio;Unknown Location;Lahore;83;
10-07-2016 15:47;10-07-2016 16:02;Negocio;Lahore;Lahore;24;
10-07-2016 18:08;10-07-2016 18:27;Negocio;Lahore;Lahore;31;
10-07-2016 18:33;10-07-2016 19:01;Negocio;Lahore;Lahore;61;
10-08-2016 15:03;10-08-2016 15:03;Negocio;Karchi;Karchi;36;
10-08-2016 18:15;10-08-2016 18:18;Negocio;Karchi;Unknown Location;8;
10-09-2016 14:04;10-09-2016 14:23;Negocio;Unknown Location;Unknown Location;77;Parada temporária
10-10-2016 17:22;10-10-2016 17:28;Negocio;Islamabad;Islamabad;17;
10-10-2016 17:33;10-10-2016 18:13;Negocio;Islamabad;Unknown Location;95;
10-11-2016 01:27;10-11-2016 02:08;Negocio;Unknown Location;R?walpindi;171;Reunião
10-12-2016 19:18;10-12-2016 19:21;Negocio;R?walpindi;Unknown Location;184;
10-13-2016 11:20;10-13-2016 11:58;Negocio;Unknown Location;Islamabad;98;
10-13-2016 12:08;10-13-2016 12:14;Negocio;Islamabad;Islamabad;1;
10-13-2016 13:02;10-13-2016 13:02;Negocio;Islamabad;Islamabad;7;
10-13-2016 13:37;10-13-2016 13:46;Negocio;Islamabad;Islamabad;23;
10-13-2016 16:08;10-13-2016 16:53;Negocio;Islamabad;Unknown Location;109;
10-14-2016 8:50;10-14-2016 9:44;Negocio;Unknown Location;R?walpindi;127;
10-14-2016 10:16;10-14-2016 10:52;Negocio;R?walpindi;Unknown Location;124;
10-14-2016 15:56;10-14-2016 16:20;Negocio;Unknown Location;Unknown Location;38;
10-14-2016 23:54;10-15-2016 2:06;Negocio;Unknown Location;R?walpindi;17;Reunião
10-15-2016 22:28;10-15-2016 22:48;Negocio;Morrisville;Morrisville;62;
10-16-2016 0:01;10-16-2016 0:14;Negocio;Morrisville;Cary;31;
10-16-2016 12:52;10-16-2016 13:11;Negocio;Cary;Durham;105;Reunião
10-16-2016 14:40;10-16-2016 15:01;Negocio;Durham;Morrisville;81;
10-16-2016 15:10;10-16-2016 15:19;Negocio;Morrisville;Cary;31;
10-16-2016 19:27;10-16-2016 19:33;Negocio;Whitebridge;Parkway;21;Reunião
10-16-2016 20:30;10-16-2016 20:39;Negocio;Cary;Morrisville;43;
10-16-2016 21:34;10-16-2016 21:41;Negocio;Morrisville;Cary;25;Alimentação
10-17-2016 15:19;10-17-2016 15:57;Negocio;Cary;Raleigh;206;
10-17-2016 16:29;10-17-2016 17:11;Negocio;Raleigh;Cary;176;
10-17-2016 18:02;10-17-2016 18:16;Negocio;Cary;Apex;56;
10-17-2016 18:31;10-17-2016 18:45;Negocio;Apex;Apex;33;
10-17-2016 19:08;10-17-2016 19:25;Negocio;Apex;Cary;53;
10-18-2016 8:12;10-18-2016 8:22;Negocio;Whitebridge;Edgehill Farms;33;
10-18-2016 8:53;10-18-2016 9:02;Negocio;Edgehill Farms;Whitebridge;33;
10-18-2016 10:41;10-18-2016 11:09;Negocio;Cary;Morrisville;79;Parada temporária
10-18-2016 18:12;10-18-2016 18:33;Negocio;Oakland;Emeryville;13;
10-18-2016 19:03;10-18-2016 19:13;Negocio;Emeryville;Berkeley;3;
10-18-2016 20:31;10-18-2016 20:37;Negocio;Berkeley;Emeryville;3;
10-19-2016 9:33;10-19-2016 9:47;Negocio;Emeryville;Oakland;38;
10-19-2016 9:54;10-19-2016 10:21;Negocio;Oakland;San Francisco;95;
10-19-2016 13:45;10-19-2016 13:56;Negocio;SOMISSPO;French Quarter;17;
10-19-2016 14:02;10-19-2016 14:31;Negocio;San Francisco;Berkeley;108;
10-19-2016 15:44;10-19-2016 16:02;Negocio;West Berkeley;North Berkeley Hills;41;
10-19-2016 16:06;10-19-2016 16:19;Negocio;North Berkeley Hills;Southside;22;
10-19-2016 16:33;10-19-2016 17:01;Negocio;Berkeley;Emeryville;46;
10-20-2016 11:26;10-20-2016 11:34;Negocio;Emeryville;Berkeley;31;
10-20-2016 12:19;10-20-2016 13:17;Negocio;Berkeley;San Jose;477;
10-20-2016 20:44;10-20-2016 21:37;Negocio;San Jose;Emeryville;446;
10-21-2016 10:06;10-21-2016 10:21;Negocio;Emeryville;Oakland;132;
10-22-2016 0:54;10-22-2016 1:09;Negocio;Morrisville;Cary;87;
10-22-2016 13:26;10-22-2016 14:03;Negocio;Cary;Raleigh;172;
10-22-2016 17:08;10-22-2016 17:55;Negocio;Raleigh;Cary;14;
10-23-2016 9:24;10-23-2016 10:05;Negocio;Cary;Raleigh;281;
10-23-2016 12:17;10-23-2016 12:59;Negocio;Raleigh;Cary;282;
10-23-2016 19:04;10-23-2016 19:14;Negocio;Cary;Morrisville;31;Alimentação
10-23-2016 21:10;10-23-2016 21:25;Negocio;Morrisville;Cary;31;Visita ao cliente
10-24-2016 14:57;10-24-2016 15:26;Negocio;Cary;Durham;164;
10-24-2016 15:33;10-24-2016 16:13;Negocio;Durham;Morrisville;154;
10-24-2016 16:34;10-24-2016 16:41;Negocio;Morrisville;Cary;22;
10-25-2016 13:27;10-25-2016 14:08;Negocio;Cary;Apex;112;
10-25-2016 15:04;10-25-2016 15:11;Negocio;Apex;Eagle Rock;22;
10-25-2016 15:16;10-25-2016 15:33;Negocio;Eagle Rock;Cary;36;
10-25-2016 20:00;10-25-2016 20:11;Negocio;Whitebridge;Savon Height;36;Alimentação
10-25-2016 20:54;10-25-2016 21:03;Negocio;Savon Height;Parkway;49;
10-25-2016 22:24;10-25-2016 22:45;Negocio;Parkway;Whitebridge;87;Entregas
10-26-2016 19:25;10-26-2016 19:31;Negocio;Whitebridge;Parkway;21;Reunião
10-26-2016 20:53;10-26-2016 21:03;Negocio;Parkway;Whitebridge;21;
10-27-2016 18:51;10-27-2016 19:16;Negocio;Cary;Morrisville;84;Reunião
10-27-2016 19:20;10-27-2016 19:35;Negocio;Morrisville;Morrisville;59;
10-27-2016 19:52;10-27-2016 20:21;Negocio;Huntington Woods;Huntington Woods;121;
10-27-2016 20:47;10-27-2016 20:54;Negocio;Huntington Woods;Weston;39;
10-27-2016 21:26;10-27-2016 21:48;Negocio;Morrisville;Cary;62;
10-28-2016 11:34;10-28-2016 11:52;Negocio;Cary;Durham;104;Reunião
10-28-2016 13:06;10-28-2016 13:36;Negocio;Durham;Cary;99;Reunião
10-28-2016 15:53;10-28-2016 17:59;Negocio;Cary;Winston Salem;107;Reunião
10-28-2016 18:13;10-28-2016 20:07;Negocio;Winston Salem;Asheville;1336;Reunião
10-28-2016 20:13;10-28-2016 22:00;Negocio;Asheville;Topton;918;Reunião
10-29-2016 15:22;10-29-2016 17:05;Negocio;Topton;Hayesville;407;Reunião
10-29-2016 17:13;10-29-2016 19:19;Negocio;Hayesville;Topton;757;
10-30-2016 7:49;10-30-2016 8:30;Negocio;Topton;Bryson City;298;
10-30-2016 9:07;10-30-2016 10:09;Negocio;Bryson City;Bryson City;163;
10-30-2016 10:11;10-30-2016 10:38;Negocio;Bryson City;Bryson City;65;
10-30-2016 10:51;10-30-2016 11:21;Negocio;Bryson City;Bryson City;63;
10-30-2016 12:24;10-30-2016 12:35;Negocio;Bryson City;Almond;66;
10-30-2016 12:58;10-30-2016 13:18;Negocio;Almond;Bryson City;152;
10-30-2016 13:24;10-30-2016 14:37;Negocio;Bryson City;Asheville;684;
10-30-2016 15:22;10-30-2016 18:23;Negocio;Asheville;Mebane;1959;
10-30-2016 18:26;10-30-2016 19:39;Negocio;Mebane;Cary;452;
10-31-2016 18:11;10-31-2016 18:20;Negocio;Cary;Morrisville;32;
10-31-2016 18:47;10-31-2016 19:16;Negocio;Morrisville;Raleigh;103;
10-31-2016 20:18;10-31-2016 20:44;Negocio;Raleigh;Cary;131;
10-31-2016 21:45;10-31-2016 22:10;Negocio;Savon Height;Whitebridge;96;Entregas
11-01-2016 11:50;11-01-2016 12:27;Negocio;Cary;Durham;165;
11-01-2016 16:29;11-01-2016 17:02;Negocio;Durham;Cary;128;
11-01-2016 17:35;11-01-2016 17:42;Negocio;Whitebridge;Whitebridge;12;
11-01-2016 19:14;11-01-2016 19:20;Negocio;Whitebridge;Whitebridge;1;
11-01-2016 19:59;11-01-2016 20:12;Negocio;Whitebridge;Whitebridge;41;
11-01-2016 20:41;11-01-2016 20:55;Negocio;Whitebridge;Whitebridge;42;Alimentação
11-02-2016 15:10;11-02-2016 15:18;Negocio;Whitebridge;Westpark Place;14;
11-02-2016 15:45;11-02-2016 15:52;Negocio;Westpark Place;Whitebridge;18;
11-02-2016 16:46;11-02-2016 17:11;Negocio;Cary;Morrisville;85;Reunião
11-02-2016 17:34;11-02-2016 17:49;Negocio;Morrisville;Morrisville;5;
11-02-2016 17:53;11-02-2016 18:00;Negocio;Morrisville;Cary;38;
11-03-2016 11:28;11-03-2016 11:34;Negocio;Whitebridge;Hazelwood;25;
11-03-2016 12:43;11-03-2016 12:49;Negocio;Hazelwood;Whitebridge;24;
11-03-2016 13:42;11-03-2016 13:47;Negocio;Whitebridge;Westpark Place;14;
11-03-2016 14:13;11-03-2016 14:26;Negocio;Westpark Place;Whitebridge;18;
11-03-2016 18:51;11-03-2016 19:08;Negocio;Cary;Morrisville;31;Alimentação
11-03-2016 22:46;11-03-2016 22:58;Negocio;Morrisville;Cary;31;Visita ao cliente
11-04-2016 10:02;11-04-2016 10:18;Negocio;Cary;Morrisville;79;Parada temporária
11-04-2016 18:14;11-04-2016 18:21;Negocio;San Jose;Santa Clara;38;
11-04-2016 21:04;11-04-2016 21:20;Negocio;Agnew;Cory;43;
11-04-2016 22:12;11-04-2016 22:25;Negocio;Cory;Agnew;39;
11-05-2016 08:34;11-05-2016 08:43;Negocio;Agnew;Renaissance;22;
11-05-2016 17:29;11-05-2016 17:40;Negocio;Renaissance;Agnew;28;
11-05-2016 19:20;11-05-2016 19:28;Negocio;Agnew;Agnew;22;
11-06-2016 10:50;11-06-2016 11:04;Negocio;Agnew;Renaissance;24;
11-06-2016 16:05;11-06-2016 16:22;Negocio;Renaissance;Agnew;28;Reunião
11-06-2016 16:27;11-06-2016 17:28;Negocio;Santa Clara;Berkeley;439;Visita ao cliente
11-06-2016 19:04;11-06-2016 19:12;Negocio;Downtown;West Berkeley;18;
11-06-2016 20:06;11-06-2016 20:21;Negocio;West Berkeley;Central;33;
11-07-2016 12:28;11-07-2016 12:57;Negocio;Berkeley;San Francisco;118;Entre escritórios
11-07-2016 19:17;11-07-2016 19:57;Negocio;San Francisco;Berkeley;132;Entre escritórios
11-08-2016 10:29;11-08-2016 10:57;Negocio;Berkeley;San Francisco;122;Entre escritórios
11-08-2016 12:16;11-08-2016 12:49;Negocio;San Francisco;Berkeley;113;Reunião
11-08-2016 13:41;11-08-2016 14:01;Negocio;Berkeley;Emeryville;36;
11-08-2016 16:21;11-08-2016 16:34;Negocio;Emeryville;Berkeley;3;
11-09-2016 13:08;11-09-2016 13:41;Negocio;Berkeley;San Francisco;114;
11-09-2016 15:58;11-09-2016 16:04;Negocio;NOMA;Downtown;9;
11-09-2016 17:31;11-09-2016 18:03;Negocio;Downtown;Sunnyside;62;
11-09-2016 18:09;11-09-2016 18:14;Negocio;Sunnyside;Ingleside;7;
11-09-2016 18:21;11-09-2016 18:35;Negocio;Ingleside;Potrero Flats;55;Reunião
11-09-2016 18:40;11-09-2016 19:17;Negocio;San Francisco;Oakland;127;Visita ao cliente
11-09-2016 20:52;11-09-2016 21:02;Negocio;Oakland;Berkeley;26;
11-09-2016 21:56;11-09-2016 22:02;Negocio;Central;Central;11;
11-10-2016 09:46;11-10-2016 10:15;Negocio;Berkeley;San Francisco;126;Parada temporária
11-10-2016 10:20;11-10-2016 10:31;Negocio;Tenderloin;SOMISSPO;12;
11-10-2016 14:57;11-10-2016 15:07;Negocio;SOMISSPO;Tenderloin;11;
11-10-2016 15:17;11-10-2016 15:22;Negocio;San Francisco;Oakland;99;Parada temporária
11-10-2016 15:30;11-10-2016 15:53;Negocio;Oakland;Berkeley;6;Reunião
11-10-2016 19:18;11-10-2016 19:21;Negocio;West Berkeley;Central;8;
11-11-2016 09:35;11-11-2016 10:23;Negocio;Berkeley;Menlo Park;459;Visita ao cliente
11-11-2016 12:58;11-11-2016 13:13;Negocio;Menlo Park;Palo Alto;4;
11-11-2016 14:20;11-11-2016 14:32;Negocio;Palo Alto;Menlo Park;25;
11-11-2016 14:39;11-11-2016 15:46;Negocio;Menlo Park;Berkeley;366;Visita ao cliente
